Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
8031,6,01/03/2018 02:37:55,273,1,1,0,0,0,0,0,0,0,0,0,0,0,7326.007326,273,0,273,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,3663.003663,3663.003663,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1024,0,0,24,0,0,0,0,0,0,0,0,Exfil
80,6,21/02/2018 02:18:36,1807,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1106.806862,1807.0,0.0,1807,1807,1807,1807.0,0.0,1807,1807,0,0.0,0.0,0,0,0,0,0,0,40,0,1106.806862,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
22,6,14/02/2018 03:16:01,7,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.285714286,7.0,0.0,7,7,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,142857.142857143,142857.142857143,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Tunnel
443,6,01/03/2018 03:21:47,31324832,3,1,288,325,288,0,96,166.2768775,325,325,325,0,19.56913927,0.12769422,10400000,18000000,31300000,12087,31300000,15700000,22100000,31300000,61721,0,0,0,0,0,1,0,0,0,60,20,0.095770665,0.031923555,0,325,180.2,165.1914041,27288.2,0,1,0,0,1,0,0,0,0,225.25,96,325,0,0,0,0,0,0,3,288,1,325,251,231,0,20,61721,0,61721,61721,31300000,0,31300000,31300000,Exfil
58787,6,21/02/2018 02:20:45,10453,5,2,935,316,935,0,187.0,418.1447118,316,0,158.0,223.4457429,119678.5612,669.6642112,1742.166667,3989.298355,9881,2,10453,2613.25,5064.067889,10208,2,9881,9881.0,0.0,9881,9881,0,0,0,0,124,40,478.3315795,191.3326318,0,935,156.375,333.4786082,111207.9821,0,0,1,1,0,0,0,1,0,178.7142857,187.0,158.0,0,0,0,0,0,0,5,935,2,316,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
52032,6,21/02/2018 02:24:50,1309,5,2,935,299,935,0,187.0,418.1447118,299,0,149.5,211.4249276,942704.3545,5347.593583,218.1666667,281.7498299,727,3,1309,327.25,495.8584307,1056,3,727,727.0,0.0,727,727,0,0,0,0,124,40,3819.709702,1527.883881,0,935,154.25,332.3684487,110468.7857,0,0,1,1,0,0,0,1,0,176.2857143,187.0,149.5,0,0,0,0,0,0,5,935,2,299,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
22,6,14/02/2018 02:37:14,338552,22,21,1960,2665,640,0,89.0909090909,137.9533769037,976,0,126.9047619048,263.5746392887,13661.1214820766,127.0115078334,8060.7619047619,17920.9282953289,91390,4,338494,16118.7619047619,23033.0556720222,91390,322,338543,16927.15,33252.0290402271,128995,15,0,0,0,0,712,680,64.9826319147,62.0288759186,0,976,105.1136363636,205.49172064,42226.8472515856,0,0,0,1,0,0,0,0,0,107.5581395349,89.0909090909,126.9047619048,0,0,0,0,0,0,22,1960,21,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Tunnel
80,6,21/02/2018 02:21:30,16160,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,123.7623762,16160.0,0.0,16160,16160,16160,16160.0,0.0,16160,16160,0,0.0,0.0,0,0,0,0,0,0,40,0,123.7623762,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,6,01/03/2018 10:28:20,59793,10,8,553,5823,202,0,55.3,84.78476016,1460,0,727.875,704.3908082,106634.5559,301.0385831,3517.235294,5764.45925,16495,1,59793,6643.666667,7267.593928,18717,19,43168,6166.857143,9963.766664,24071,1,0,0,0,0,212,172,167.2436573,133.7949258,0,1460,335.5789474,561.1103393,314844.8129,0,0,1,1,0,0,0,1,0,354.2222222,55.3,727.875,0,0,0,0,0,0,10,553,8,5823,8192,119,4,20,0,0,0,0,0,0,0,0,Exfil
545,6,01/03/2018 10:40:13,3,1,1,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,333333.3333,333333.3333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1024,0,0,24,0,0,0,0,0,0,0,0,Exfil
54423,6,01/03/2018 03:24:49,256,2,1,38,0,38,0,19,26.87005769,0,0,0,0,148437.5,11718.75,128,165.4629868,245,11,256,256,0,256,256,0,0,0,0,0,1,0,0,0,40,20,7812.5,3906.25,0,38,19,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19,0,0,0,0,0,0,0,2,38,1,0,176,0,0,20,0,0,0,0,0,0,0,0,Exfil
443,6,01/03/2018 01:45:18,119997682,10,6,1019,1039,288,0,101.9,133.8111854,325,0,173.1666667,166.7350193,17.15033129,0.133335909,7999845.467,14700000,40500000,473,81000000,8994752.111,14700000,40500000,15600,120000000,24000000,16600000,40500000,473,1,0,0,0,200,120,0.083334943,0.050000966,0,325,122.9411765,143.1749239,20499.05882,0,1,0,0,1,0,0,0,0,130.625,101.9,173.1666667,0,0,0,0,0,0,10,1019,6,1039,129,148,4,20,38989.5,27839.71502,79831,17168,30000000,11400000,40500000,19400000,Benign
80,6,21/02/2018 02:19:30,6922,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,288.9338342,6922.0,0.0,6922,6922,6922,6922.0,0.0,6922,6922,0,0.0,0.0,0,0,0,0,0,0,40,0,288.9338342,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,6,21/02/2018 02:13:32,6520,3,4,326,935,326,0,108.6666667,188.2161878,935,0,233.75,467.5,193404.908,1073.619632,1086.666667,1833.403574,4755,4,5029,2514.5,3168.545486,4755,274,6514,2171.333333,2483.613564,5027,515,0,0,0,0,72,92,460.1226994,613.4969325,0,935,157.625,334.1804207,111676.5536,0,0,1,1,0,0,0,1,1,180.1428571,108.6666667,233.75,0,0,0,0,0,0,3,326,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,6,21/02/2018 02:14:18,12597,3,4,314,935,314,0,104.6666667,181.2879845,935,0,233.75,467.5,99150.59141,555.6878622,2099.5,4270.073852,10723,2,10968,5484.0,7409.064853,10723,245,12595,4198.333333,5917.607146,10970,21,0,0,0,0,72,92,238.1519409,317.5359213,0,935,156.125,333.3425683,111117.2679,0,0,1,1,0,0,0,1,1,178.4285714,104.6666667,233.75,0,0,0,0,0,0,3,314,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,17,14/02/2018 03:32:10,289,1,1,75,203,75,75,75.0,0.0,203,203,203.0,0.0,961937.716262976,6920.4152249135,289.0,0.0,289,289,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3460.2076124568,3460.2076124568,75,203,117.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1,176.5,75.0,203.0,0,0,0,0,0,0,1,75,1,203,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
22,6,14/02/2018 02:33:50,7,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.285714286,7.0,0.0,7,7,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,142857.142857143,142857.142857143,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Tunnel
58626,6,21/02/2018 02:19:39,1269,5,2,935,312,935,0,187.0,418.1447118,312,0,156.0,220.6173157,982663.5146,5516.154452,211.5,295.5542251,772,6,1269,317.25,494.4710136,1049,7,772,772.0,0.0,772,772,0,0,0,0,124,40,3940.110323,1576.044129,0,935,155.875,333.2079735,111027.5536,0,0,1,1,0,0,0,1,0,178.1428571,187.0,156.0,0,0,0,0,0,0,5,935,2,312,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:14:56,1848,3,4,248,935,248,0,82.66666667,143.1828668,935,0,233.75,467.5,640151.5152,3787.878788,308.0,487.7064691,1270,5,1540,770.0,707.1067812,1270,270,1843,614.3333333,813.6002294,1543,27,0,0,0,0,72,92,1623.376623,2164.502165,0,935,147.875,329.6736211,108684.6964,0,0,1,1,0,0,0,1,1,169.0,82.66666667,233.75,0,0,0,0,0,0,3,248,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,6,21/02/2018 02:23:40,1386,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1443.001443,1386.0,0.0,1386,1386,1386,1386.0,0.0,1386,1386,0,0.0,0.0,0,0,0,0,0,0,40,0,1443.001443,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
22,6,14/02/2018 02:34:28,353963,21,22,1960,2665,640,0,93.3333333333,139.881854911,976,0,121.1363636364,258.6415602914,13066.337442049,121.4816237855,8427.6904761905,20822.0357753196,107010,7,353467,17673.35,28703.748560029,107010,368,353944,16854.4761904762,35740.5828038926,147141,14,0,0,0,0,680,712,59.328234872,62.1533889135,0,976,105.1136363636,205.49172064,42226.8472515856,0,0,0,1,0,0,0,0,1,107.5581395349,93.3333333333,121.1363636364,0,0,0,0,0,0,21,1960,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Tunnel
443,6,14/02/2018 10:57:50,156,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12820.5128205128,156.0,0.0,156,156,156,156.0,0.0,156,156,0,0.0,0.0,0,0,0,0,0,0,40,0,12820.5128205128,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,257,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
22,6,14/02/2018 03:32:20,6,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.333333333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,166666.666666667,166666.666666667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Tunnel
54566,6,01/03/2018 03:24:27,21,1,1,0,0,0,0,0,0,0,0,0,0,0,95238.09524,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,47619.04762,47619.04762,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,119,252,0,20,0,0,0,0,0,0,0,0,Exfil
443,6,01/03/2018 02:27:13,118151958,19,20,1406,4003,494,0,74,124.3293118,1430,0,200.15,428.3738253,45.78002846,0.3300834,3109262.053,13300000,58800000,0,118000000,6563997.667,18900000,58900000,62,118000000,6211084.211,18500000,58800000,0,0,0,0,0,404,412,0.160809861,0.169273538,0,1430,135.225,317.7900845,100990.5378,0,0,1,1,0,0,0,1,1,138.6923077,74,200.15,0,0,0,0,0,0,19,1406,20,4003,8192,184,10,20,383522.5,222317.9075,540725,226320,58600000,251055.4342,58800000,58400000,Exfil
57505,6,21/02/2018 02:27:07,1131,5,2,935,315,935,0,187.0,418.1447118,315,0,157.5,222.7386361,1105216.622,6189.213086,188.5,225.1193017,570,6,1131,282.75,417.063844,894,6,570,570.0,0.0,570,570,0,0,0,0,124,40,4420.86649,1768.346596,0,935,156.25,333.4104078,111162.5,0,0,1,1,0,0,0,1,0,178.5714286,187.0,157.5,0,0,0,0,0,0,5,935,2,315,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
54795,6,21/02/2018 02:24:48,16301,5,2,935,316,935,0,187.0,418.1447118,316,0,158.0,223.4457429,76743.75805,429.4215079,2716.833333,6385.054155,15748,8,16301,4075.25,7979.075651,16043,8,15748,15748.0,0.0,15748,15748,0,0,0,0,124,40,306.7296485,122.6918594,0,935,156.375,333.4786082,111207.9821,0,0,1,1,0,0,0,1,0,178.7142857,187.0,158.0,0,0,0,0,0,0,5,935,2,316,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,21/02/2018 02:28:03,15516,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,128.8992008,15516.0,0.0,15516,15516,15516,15516.0,0.0,15516,15516,0,0.0,0.0,0,0,0,0,0,0,40,0,128.8992008,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
7777,6,01/03/2018 10:49:48,285,1,1,0,0,0,0,0,0,0,0,0,0,0,7017.54386,285,0,285,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,3508.77193,3508.77193,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1024,0,0,24,0,0,0,0,0,0,0,0,Exfil
22,6,14/02/2018 02:33:24,5,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,400000.0,5.0,0.0,5,5,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,200000.0,200000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Tunnel
80,6,21/02/2018 02:11:25,15551,3,4,312,935,312,0,104.0,180.133284,935,0,233.75,467.5,80187.76928,450.1318243,2591.833333,5892.33904,14610,3,14936,7468.0,10100.31326,14610,326,15548,5182.666667,8451.373991,14936,23,0,0,0,0,72,92,192.913639,257.2181853,0,935,155.875,333.2079735,111027.5536,0,0,1,1,0,0,0,1,1,178.1428571,104.0,233.75,0,0,0,0,0,0,3,312,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,6,21/02/2018 02:19:07,1856,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1077.586207,1856.0,0.0,1856,1856,1856,1856.0,0.0,1856,1856,0,0.0,0.0,0,0,0,0,0,0,40,0,1077.586207,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,6,21/02/2018 02:22:59,7210,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,277.3925104,7210.0,0.0,7210,7210,7210,7210.0,0.0,7210,7210,0,0.0,0.0,0,0,0,0,0,0,40,0,277.3925104,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,6,21/02/2018 02:18:11,7388,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,270.7092583,7388.0,0.0,7388,7388,7388,7388.0,0.0,7388,7388,0,0.0,0.0,0,0,0,0,0,0,40,0,270.7092583,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,17,01/03/2018 02:56:11,257,1,1,35,131,35,35,35,0,131,131,131,0,645914.3969,7782.101167,257,0,257,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3891.050584,3891.050584,35,131,67,55.42562584,3072,0,0,0,0,0,0,0,0,1,100.5,35,131,0,0,0,0,0,0,1,35,1,131,-1,-1,0,8,0,0,0,0,0,0,0,0,Exfil
51972,6,21/02/2018 02:30:50,1156,5,2,935,250,935,0,187.0,418.1447118,250,0,125.0,176.7766953,1025086.505,6055.363322,192.6666667,243.5501317,630,3,1156,289.0,430.1681842,920,3,630,630.0,0.0,630,630,0,0,0,0,124,40,4325.259516,1730.103806,0,935,148.125,329.7611419,108742.4107,0,0,1,1,0,0,0,1,0,169.2857143,187.0,125.0,0,0,0,0,0,0,5,935,2,250,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
22,6,14/02/2018 02:33:57,6,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.333333333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,166666.666666667,166666.666666667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Tunnel
22,6,14/02/2018 03:16:47,301724,22,22,1944,2665,640,0,88.3636363636,137.8690011274,976,0,121.1363636364,258.6415602914,15275.5498402514,145.8286380931,7016.8372093023,17782.5688552559,83066,3,301638,14363.7142857143,24606.7263957294,83066,181,301721,14367.6666666667,32921.5589186377,120799,27,0,0,0,0,712,712,72.9143190465,72.9143190465,0,976,102.4222222222,203.7441007388,41511.6585858586,0,0,0,1,0,0,0,0,1,104.75,88.3636363636,121.1363636364,0,0,0,0,0,0,22,1944,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Tunnel
22,6,14/02/2018 02:10:02,7,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.285714286,7.0,0.0,7,7,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,142857.142857143,142857.142857143,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Tunnel
80,6,21/02/2018 02:28:24,2272,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,880.2816901,2272.0,0.0,2272,2272,2272,2272.0,0.0,2272,2272,0,0.0,0.0,0,0,0,0,0,0,40,0,880.2816901,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,6,14/02/2018 09:33:28,115739732,19,16,1346,2913,445,0,70.8421052632,166.4552870086,971,0,182.0625,391.4226136799,36.7980807144,0.3024026356,3404109.76470588,4701939.5171418,10003987,34,115739732,6429985.11111111,4739000.23832019,10015454,198,110738936,7382595.73333333,4521965.17223047,10024054,3809,0,0,0,0,392,464,0.1641614308,0.1382412048,0,971,118.3055555556,288.7779987113,83392.7325396825,0,0,0,1,0,0,0,0,0,121.6857142857,70.8421052632,182.0625,0,0,0,0,0,0,19,1346,16,2913,8192,127,14,20,73948.9090909091,207037.359199471,698190,11436,9993229.18181818,35276.7539062713,10003987,9886866,Benign
22,6,14/02/2018 03:19:27,7,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.285714286,7.0,0.0,7,7,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,142857.142857143,142857.142857143,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Tunnel
52162,6,01/03/2018 02:31:52,4956216,2,0,0,0,0,0,0,0,0,0,0,0,0,0.403533664,4956216,0,4956216,4956216,4956216,4956216,0,4956216,4956216,0,0,0,0,0,0,0,0,0,40,0,0.403533664,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,237,-1,0,20,0,0,0,0,0,0,0,0,Exfil
80,6,01/03/2018 02:31:48,20719,2,0,0,0,0,0,0,0,0,0,0,0,0,96.5297553,20719,0,20719,20719,20719,20719,0,20719,20719,0,0,0,0,0,0,0,0,0,40,0,96.5297553,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0,0,0,0,0,0,0,0,Exfil
51578,6,21/02/2018 02:31:38,18885,5,2,935,273,935,0,187.0,418.1447118,273,0,136.5,193.0401513,63966.11067,370.6645486,3147.5,7349.217503,18145,4,18885,4721.25,9160.292403,18459,4,18145,18145.0,0.0,18145,18145,0,0,0,0,124,40,264.7603918,105.9041567,0,935,151.0,330.8745986,109478.0,0,0,1,1,0,0,0,1,0,172.5714286,187.0,136.5,0,0,0,0,0,0,5,935,2,273,65535,32768,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,01/03/2018 10:54:38,1448,1,1,42,102,42,42,42,0,102,102,102,0,99447.51381,1381.21547,1448,0,1448,1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,690.6077348,690.6077348,42,102,62,34.64101615,1200,0,0,0,0,0,0,0,0,1,93,42,102,0,0,0,0,0,0,1,42,1,102,-1,-1,0,8,0,0,0,0,0,0,0,0,Exfil
80,6,21/02/2018 02:15:00,15502,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,129.0156109,15502.0,0.0,15502,15502,15502,15502.0,0.0,15502,15502,0,0.0,0.0,0,0,0,0,0,0,40,0,129.0156109,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,6,21/02/2018 02:17:00,661,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3025.718608,661.0,0.0,661,661,661,661.0,0.0,661,661,0,0.0,0.0,0,0,0,0,0,0,40,0,3025.718608,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,6,21/02/2018 02:28:03,1807,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1106.806862,1807.0,0.0,1807,1807,1807,1807.0,0.0,1807,1807,0,0.0,0.0,0,0,0,0,0,0,40,0,1106.806862,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
22,6,14/02/2018 03:19:28,389051,26,20,1912,2665,640,0,73.5384615385,130.1817900535,976,0,133.25,268.7712537496,11764.5244453812,118.2364265867,8645.5777777778,20721.4375647419,112551,5,389004,15560.16,26406.4225500161,112551,190,389029,20475.2105263158,36917.8465960103,152753,12,0,0,0,0,840,648,66.8292845925,51.4071419942,0,976,97.3829787234,200.3366246652,40134.7631822387,0,0,0,1,0,0,0,0,0,99.5,73.5384615385,133.25,0,0,0,0,0,0,26,1912,20,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Tunnel
22,6,14/02/2018 02:03:08,6,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.333333333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,166666.666666667,166666.666666667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Tunnel
1723,6,01/03/2018 02:40:05,343,1,1,0,0,0,0,0,0,0,0,0,0,0,5830.90379,343,0,343,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,2915.451895,2915.451895,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1024,0,0,24,0,0,0,0,0,0,0,0,Exfil
80,6,21/02/2018 02:13:48,8417,3,4,340,935,340,0,113.3333333,196.2990915,935,0,233.75,467.5,151479.1493,831.6502317,1402.833333,3040.289816,7595,4,7878,3939.0,5170.364784,7595,283,8411,2803.666667,4399.62434,7876,22,0,0,0,0,72,92,356.4215279,475.2287038,0,935,159.375,335.22314,112374.5536,0,0,1,1,0,0,0,1,1,182.1428571,113.3333333,233.75,0,0,0,0,0,0,3,340,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
22,6,14/02/2018 03:18:35,7,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.285714286,7.0,0.0,7,7,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,142857.142857143,142857.142857143,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Tunnel
80,6,21/02/2018 02:24:23,1821,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1098.297639,1821.0,0.0,1821,1821,1821,1821.0,0.0,1821,1821,0,0.0,0.0,0,0,0,0,0,0,40,0,1098.297639,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
